filename,formula,n_atoms,volume_A3,Ef,Eg
mp-1184162.cif,ErIrO3,5,62.231,-1.769272292999999,0.0
mp-1184164.cif,ErGaO3,5,54.089,-2.815616718499998,2.9153000000000002
mp-1184176.cif,DyScS3,20,425.383,-2.276298546687499,1.773699999999999
mp-1184204.cif,ErTaO3,5,65.106,-2.784921232466666,0.0
mp-1184206.cif,GaSiO3,5,45.75,-2.046275904500001,0.0
mp-1184207.cif,ErZnO3,5,56.072,-2.285035998999999,0.0
mp-1184215.cif,FeAsO3,5,54.849,-0.8859549385000001,0.0
mp-1184219.cif,ErTlO3,5,85.533,-1.994943663666667,0.0
mp-1184220.cif,GaTeO3,5,58.734,-1.193745643833333,0.0
mp-1184234.cif,FeAgO3,5,57.619,-0.695022397333332,0.0
mp-1184243.cif,GaSnO3,5,58.056,-1.517511535499999,0.0
mp-1184304.cif,EuInO3,5,73.628,-2.212943621333334,0.0
mp-1184309.cif,EuLuO3,5,77.178,-3.235025997333335,0.0
mp-1184325.cif,EuBeO3,5,48.338,-2.565422535,0.0
mp-1184348.cif,EuPbO3,5,78.668,-1.999166594000001,0.0
mp-1184349.cif,FeRhO3,5,59.248,-0.364199115,0.0
mp-1184353.cif,EuTmO3,5,77.774,-3.183594422000003,0.0
mp-1184359.cif,EuHgO3,5,76.243,-1.404772588500002,0.0
mp-1184369.cif,EuPdO3,5,65.417,-1.79083724,0.0
mp-1184383.cif,EuAuO3,5,69.403,-1.475938794000001,0.0
mp-1184400.cif,EuWO3,5,68.929,-2.403138358000001,0.0
mp-1184411.cif,EuMoO3,5,68.932,-2.4826261119999993,0.0
mp-1184445.cif,EuIrO3,5,64.505,-1.8938883400000002,0.0
mp-1184447.cif,EuTcO3,5,62.475,-2.4236519010000013,0.0
mp-1184468.cif,GdBeO3,5,46.633,-2.8734107680000003,0.0
mp-1184471.cif,GdCdO3,5,70.877,-1.811146170999999,0.0
mp-1184481.cif,GdCuO3,5,54.82,-2.246362585,0.0
mp-1184484.cif,GdSiO3,5,51.909,-2.882494295,0.0
mp-1184486.cif,GdErO3,5,76.287,-3.241294056999999,0.3657
mp-1184491.cif,GdThO3,5,96.635,-3.137951190999999,0.0
mp-1184503.cif,GdRhO3,5,62.278,-2.071613033000001,0.0
mp-1184546.cif,HoBO3,5,41.884,-2.685989057833333,2.6416
mp-1184557.cif,GePdO3,5,53.484,-0.935923786,0.0
mp-1184562.cif,GeBiO3,5,61.532,-1.446279978,0.0
mp-1184563.cif,HfBeO3,5,40.649,-2.887019377999999,1.0495
mp-1184597.cif,HfThO3,5,69.953,-3.158203890999999,0.0
mp-1184599.cif,GdZrO3,5,72.113,-3.280181134999999,0.0
mp-1184610.cif,HoBeO3,5,45.223,-2.8888941549999982,0.0
mp-1184625.cif,HfBO3,5,40.18,-2.021541438833333,0.0
mp-1184641.cif,GeTeO3,5,59.4,-1.014709907333333,0.0
mp-1184669.cif,HfNpO3,5,69.987,-3.132554204750001,0.0
mp-1184736.cif,HoCuO3,5,53.379,-2.214273023999998,0.0
mp-1184751.cif,InSiO3,5,49.149,-2.062533560333333,0.0
mp-1184765.cif,InSbO3,5,69.236,-1.4147006043333321,0.0
mp-1184773.cif,InPtO3,5,65.444,-0.733743860333332,0.0
mp-1184778.cif,HoErO3,5,76.57,-3.133445371999998,1.4474
mp-1184799.cif,InOsO3,5,62.725,-1.1343843523333321,0.0
mp-1184813.cif,HoSiO3,5,51.048,-2.783655503999998,0.0
mp-1184833.cif,HoRhO3,5,61.044,-1.986696937999998,0.0
mp-1184913.cif,InAsO3,5,60.847,-1.194767693833333,0.0
mp-1184935.cif,KPbO3,5,82.927,-1.2000465644499991,0.0
mp-1184936.cif,KAlO3,5,57.827,-2.056392494449999,0.0
mp-1184937.cif,KAsO3,5,56.777,-1.509571563949999,0.0
mp-1184939.cif,KLiO3,5,66.369,-0.749774829116666,0.0
mp-1184940.cif,KTeO3,5,69.649,-1.6388021417833332,0.0
mp-1184941.cif,KLuO3,5,83.777,-2.379096527783333,0.0
mp-1184942.cif,KAuO3,5,71.876,-0.5509545864499991,0.0
mp-1184944.cif,KHoO3,5,88.023,-2.306167295449999,0.0
mp-1184945.cif,KYO3,5,90.976,-2.258839532449999,0.0
mp-1184946.cif,KZnO3,5,68.345,-0.938129754449999,0.0
mp-1184947.cif,KCoO3,5,58.139,-1.021574084449999,0.0
mp-1184948.cif,KMnO3,5,61.92,-1.477517156036207,0.0
mp-1184949.cif,KTmO3,5,85.907,-2.350256552450001,0.0
mp-1184950.cif,KZrO3,5,76.133,-2.795012398449999,0.0
mp-1184953.cif,KYbO3,5,82.642,-2.138255775000002,0.0
mp-1184954.cif,KDyO3,5,89.233,-2.289703654783333,0.0
mp-1184957.cif,KRbO3,5,125.195,-0.33106964994999905,0.0
mp-1184959.cif,KSrO3,5,113.854,-1.32976524245,0.0
mp-1184960.cif,KMgO3,5,70.327,-1.43925509345,0.0
mp-1184964.cif,LaMgO3,5,61.433,-2.943346983,0.0
mp-1184965.cif,LaZnO3,5,60.61,-2.522841183999999,0.0
mp-1184987.cif,KGdO3,5,88.774,-2.31694479045,0.0
mp-1184992.cif,KCdO3,5,81.738,-0.7239852104499991,0.0
mp-1185008.cif,KAcO3,5,100.81,-2.212632814949999,0.0
mp-1185009.cif,KOsO3,5,60.752,-1.625179570449999,0.0
mp-1185015.cif,KNpO3,5,78.7,-3.1130405402,0.0
mp-1185065.cif,LaZrO3,5,73.758,-3.428166948,0.0
mp-1185084.cif,LaPtO3,5,68.381,-2.015831274,0.0
mp-1185122.cif,LaSnO3,5,74.803,-2.447777261000001,0.0
mp-1185203.cif,LiCdO3,5,53.231,-0.6759979216666661,0.0
mp-1185232.cif,LaCoO3,20,236.987,-2.552439415499999,0.9729999999999991
mp-1185236.cif,LiTmO3,5,48.289,-2.223948161666668,0.0
mp-1185261.cif,LiNiO3,5,53.802,-0.7054583776666661,0.0
mp-1185263.cif,LiPaO3,5,80.521,-3.339490445666668,3.1954000000000002
mp-1185297.cif,LiAcO3,5,60.211,-2.407406714166667,0.0
mp-1185302.cif,LiBO3,5,36.185,-1.2391894874999991,0.0
mp-1185303.cif,LiGeO3,5,51.781,-1.668078162666666,0.0
mp-1185308.cif,LiDyO3,5,49.62,-2.2578237179999983,0.0
mp-1185310.cif,LiErO3,5,48.845,-2.235956587666665,0.0
mp-1185311.cif,LiCrO3,5,49.795,-1.666735623666667,0.0
mp-1185313.cif,LiAlO3,5,51.031,-2.104722441666666,0.0
mp-1185320.cif,LiFeO3,5,53.879,-1.249979173666666,0.0
mp-1185344.cif,LiEuO3,5,53.304,-1.989367384666667,0.0
mp-1185356.cif,LiMgO3,5,62.563,-1.310809162666666,0.0
mp-1185357.cif,LiLaO3,5,55.858,-2.383744674666666,0.0
mp-1185383.cif,Eu5Nb4O15,24,320.116,-3.2502140275,0.0
mp-1185387.cif,LiNdO3,5,53.674,-2.298714777166667,0.0
mp-1185388.cif,LiPmO3,5,52.571,-2.298333461166667,0.0
mp-1185401.cif,LiGdO3,5,50.797,-2.261904235666667,0.0
mp-1185404.cif,LiPrO3,5,54.479,-2.297372440000001,0.0
mp-1185414.cif,LiSiO3,5,43.194,-2.394241709666666,0.0
mp-1185417.cif,LiYbO3,5,46.057,-2.036924313583333,0.0
mp-1185420.cif,LiRuO3,5,56.391,-1.457952953666666,0.0
mp-1185485.cif,LuAlO3,5,49.724,-3.549526354333333,3.1252
mp-1185488.cif,LuGaO3,5,53.438,-2.755382060166668,3.027399999999999
mp-1185490.cif,LuPdO3,5,62.276,-1.753889770333332,0.0
mp-1185498.cif,LuNpO3,5,74.005,-3.107431188083334,0.049299999999999004
mp-1185514.cif,LuGeO3,5,58.231,-2.260620259333334,0.0
mp-1185529.cif,LuReO3,5,61.924,-1.941358202833333,0.0
mp-1185535.cif,Cs2O3,5,100.026,-0.395092760862069,0.0
mp-1185544.cif,CsTlO3,5,93.268,-0.7549294995977021,0.0
mp-1185545.cif,CsPbO3,5,89.95,-1.121751016931034,0.0
mp-1185548.cif,CsAuO3,5,78.952,-0.459805178931034,0.0
mp-1185550.cif,CsEuO3,5,97.496,-1.9649679339310362,0.0
mp-1185551.cif,CsTbO3,5,96.953,-2.246749296264368,0.0
mp-1185552.cif,CsTaO3,5,71.172,-2.7759975843977003,1.862699999999999
mp-1185561.cif,CsSbO3,5,73.824,-1.614402738931034,0.0
mp-1185564.cif,CsYbO3,5,87.934,-2.104876888250001,0.0
mp-1185612.cif,MgZnO3,5,55.756,-1.227882606,0.0
mp-1185613.cif,MgTlO3,5,62.506,-1.195977604666668,0.0
mp-1185614.cif,MgUO3,5,55.435,-2.8420654979999993,0.0
mp-1185692.cif,MgBeO3,5,42.528,-1.806537312999999,0.0
mp-1185693.cif,MgBO3,5,37.84,-1.699964921833333,0.0
mp-1185841.cif,MgAlO3,5,49.605,-2.537314224,0.0
mp-1185847.cif,MgBiO3,5,60.958,-1.642190122000001,0.0
mp-1185882.cif,MgHgO3,5,62.734,-0.9569736345000011,0.0
mp-1185889.cif,MgInO3,5,58.579,-1.412345633333333,0.0
mp-1185896.cif,MgMoO3,5,64.118,-1.787488498,0.0
mp-1185941.cif,MgReO3,5,60.355,-1.7264768664999992,0.0
mp-1185996.cif,MnBO3,5,39.208,-1.34809716641954,0.0
mp-1186097.cif,NaAlO3,5,52.919,-2.126357671275862,0.0
mp-1186101.cif,NaAgO3,5,69.549,-0.40695186160919405,0.0
mp-1186106.cif,MoPbO3,5,69.302,-1.683171408999999,0.0
mp-1186110.cif,NpAlO3,5,53.406,-3.2910525867500002,0.0
mp-1186112.cif,NiPtO3,5,61.838,0.19920757300000003,0.0
mp-1186113.cif,NiSbO3,5,54.949,-0.957017398999999,0.0
mp-1186118.cif,NaCaO3,5,91.529,-1.320090619275861,0.0
mp-1186126.cif,NaCoO3,5,53.3,-1.059370683275862,0.0
mp-1186133.cif,NaGeO3,5,53.36,-1.694647066275862,0.0
mp-1186134.cif,NaFeO3,5,56.203,-1.292712711275861,0.0
mp-1186138.cif,NaInO3,5,76.165,-1.174024876609195,0.0
mp-1186153.cif,NaPbO3,5,79.724,-1.088504399275861,0.0
mp-1186154.cif,NaNiO3,5,55.794,-0.745677687275861,0.0
mp-1186167.cif,NaSiO3,5,45.166,-2.354524145275862,0.0
mp-1186198.cif,NaZnO3,5,59.647,-0.848936643275862,0.0
mp-1186199.cif,NaYbO3,5,80.103,-1.9947723922500011,0.0
mp-1186216.cif,NbBiO3,5,69.412,-1.999815811000001,0.0
mp-1186220.cif,NbFeO3,5,64.175,-1.910904074999999,0.0
mp-1186312.cif,NdNpO3,5,90.833,-2.474213572249999,0.0
mp-1186316.cif,NdInO3,5,71.776,-2.462961131833332,1.646799999999999
mp-1186320.cif,NpHgO3,5,77.69,-2.379468141250002,0.0
mp-1186324.cif,NdTaO3,5,66.581,-2.9749601119666673,0.0
mp-1186326.cif,NdReO3,5,64.036,-2.2092666850000002,0.0
mp-1186329.cif,NpRuO3,5,62.218,-1.86083100875,0.0
mp-1186334.cif,NpMoO3,5,65.251,-2.092779536750001,0.0
mp-1186345.cif,NiPdO3,5,50.247,-0.14281950499999901,0.0
mp-1186346.cif,NpSnO3,5,71.962,-1.99166178775,0.0
mp-1186349.cif,NpSiO3,5,54.132,-2.5252317567500002,0.0
mp-1186357.cif,NpTaO3,5,65.864,-2.6797534082166683,0.0
mp-1186392.cif,PaBeO3,5,46.956,-3.202705433999999,0.0
mp-1186395.cif,PaHgO3,5,81.91,-2.799456755500001,0.0
mp-1186400.cif,PaCoO3,5,54.102,-2.292076873,0.0
mp-1186401.cif,PaSiO3,5,55.783,-2.391746251,0.0
mp-1186403.cif,PaTaO3,5,65.834,-2.613868040466667,0.0
mp-1186404.cif,PaOsO3,5,62.126,-1.6521303429999992,0.0
mp-1186471.cif,PrPbO3,5,93.409,-1.980562581333332,0.0
mp-1186515.cif,PrCuO3,5,56.91,-2.312583337333333,0.0
mp-1186533.cif,PmBeO3,5,48.167,-2.8857220415000002,0.0
mp-1186557.cif,PmErO3,5,77.655,-3.311521140499999,1.695799999999999
mp-1186571.cif,PmEuO3,5,87.943,-2.8423352195000002,0.0
mp-1186597.cif,PmInO3,5,71.271,-2.435841807833333,1.6185
mp-1186600.cif,PmMgO3,5,57.369,-2.820906727499999,0.0
mp-1186662.cif,PuGaO3,5,58.109,-2.583174226249997,0.0
mp-1186669.cif,PmWO3,5,70.307,-2.2790038265,0.0
mp-1186742.cif,PrBeO3,5,49.853,-2.853243746333333,0.0
mp-1186747.cif,PrHfO3,5,70.235,-3.449797213333332,0.0
mp-1186755.cif,SrTaO3,5,67.264,-3.278887796466667,0.0
mp-1186756.cif,SrYbO3,5,77.278,-2.9767352482500034,0.0
mp-1186757.cif,SrZnO3,5,63.048,-1.871074826999999,0.0
mp-1186758.cif,SrTmO3,5,80.416,-3.119328557000001,0.0
mp-1186764.cif,SrWO3,5,68.985,-2.455699439000001,0.0
mp-1186787.cif,PuMgO3,5,56.09,-2.698261395749997,0.0
mp-1186797.cif,PuInO3,5,71.403,-2.10330467608333,0.0
mp-1186799.cif,PuPbO3,5,82.77,-2.469338892749996,0.0
mp-1186801.cif,PuSbO3,5,80.381,-2.023732902749998,0.0
mp-1186812.cif,PuTiO3,5,60.121,-3.223825307416663,0.0
mp-1186884.cif,RbMgO3,5,73.81,-1.3923099295,0.0
mp-1186885.cif,RbGeO3,5,61.565,-1.4869830475,0.0
mp-1186886.cif,RbHgO3,5,83.951,-0.473718297000001,0.0
mp-1186888.cif,RbPuO3,5,78.559,-2.8854279862499963,0.0
mp-1186893.cif,RbSnO3,5,74.12,-1.6498113955,0.0
mp-1186897.cif,RbRhO3,5,66.072,-1.108701878499999,0.0
mp-1186920.cif,SbAuO3,5,64.115,-0.8976824790000001,0.0
mp-1186927.cif,SbPdO3,5,63.684,-0.9117548109999991,0.0
mp-1186948.cif,SbPbO3,5,74.968,-1.563771336999999,0.0
mp-1186980.cif,ScCoO3,5,49.103,-2.040111364,0.785999999999999
mp-1186993.cif,ScSiO3,5,45.978,-2.7644089860000003,0.0
mp-1186997.cif,SiMoO3,5,48.448,-1.6748588009999992,0.0
mp-1186999.cif,SiAgO3,5,47.49,-1.654687447333333,0.0
mp-1187025.cif,SmAlO3,20,214.386,-3.692610324999999,4.0771
mp-1187065.cif,SnGeO3,5,57.702,-1.632876662999999,0.0
mp-1187089.cif,Sr2O3,5,95.924,-1.9478838410000001,0.0
mp-1187143.cif,SrBeO3,5,52.057,-2.186857816,0.0
mp-1187145.cif,SrDyO3,5,83.622,-3.026185685333332,0.0
mp-1187146.cif,SrAuO3,5,70.744,-1.420715157,0.0
mp-1187147.cif,SrErO3,5,81.454,-3.0835821230000002,0.0
mp-1187182.cif,SrMgO3,5,65.235,-2.317325252,0.0
mp-1187183.cif,SrLiO3,5,59.751,-1.694797613666666,0.0
mp-1187189.cif,TaAgO3,5,63.97,-2.3922839567999983,1.7306
mp-1187190.cif,SrPdO3,5,65.913,-1.677081801,0.0
mp-1187191.cif,SrScO3,5,70.954,-3.1865535720000002,0.0
mp-1187192.cif,SrSbO3,5,74.548,-2.375606296999999,0.0
mp-1187202.cif,SrPtO3,5,67.044,-1.700283456999999,0.0
mp-1187220.cif,TaFeO3,5,63.017,-2.140556650466666,0.0
mp-1187226.cif,SrReO3,5,63.852,-2.3999262475,0.0
mp-1187260.cif,TaInO3,5,67.278,-2.506883887799999,0.0
mp-1187310.cif,TbBeO3,5,45.994,-2.900455279333333,0.0
mp-1187317.cif,Sr4Nb2O9,30,485.215,-3.284711013666667,3.5667
mp-1187321.cif,TbCuO3,5,54.135,-2.251320996333332,0.0
mp-1187342.cif,TbErO3,5,76.753,-3.193704126333332,1.7284000000000002
mp-1187347.cif,TbMgO3,5,57.354,-2.757292313333333,0.0
mp-1187352.cif,TbNiO3,5,52.259,-2.294719268333332,0.0
mp-1187359.cif,TbOsO3,5,62.269,-1.880185856333332,0.0
mp-1187364.cif,TbSiO3,5,51.824,-2.815659758333333,0.0
mp-1187377.cif,TbTeO3,5,77.89,-1.610451417666666,0.0
mp-1187389.cif,TbVO3,5,56.753,-2.891458178333335,0.0
mp-1187400.cif,TcSnO3,5,63.244,-1.498840827,0.0
mp-1187416.cif,ThBO3,5,49.923,-2.389358026833333,0.0
mp-1187421.cif,ThBeO3,5,49.0,-3.458890785999999,2.696799999999999
mp-1187425.cif,ThSiO3,5,58.593,-2.497889904999998,0.0
mp-1187442.cif,ThPdO3,5,66.223,-2.002714384999998,0.0
mp-1187448.cif,ThWO3,5,70.702,-2.093059474999999,0.0
mp-1187460.cif,ThMoO3,5,69.391,-2.278413519,0.0
mp-1187465.cif,TiBeO3,5,38.92,-2.312304958666666,0.0
mp-1187469.cif,TiCuO3,5,57.101,-1.936134507666667,0.0
mp-1187479.cif,YbTaO3,5,63.343,-2.523844561716669,0.0
mp-1187480.cif,YbPtO3,5,63.317,-1.396726190250001,0.0
mp-1187481.cif,TlGaO3,5,59.725,-1.254612097166667,0.0
mp-1187483.cif,TlCuO3,5,56.751,-0.656654345666667,0.0
mp-1187485.cif,YbWO3,5,61.368,-2.004820586249999,0.0
mp-1187487.cif,ThCuO3,5,57.883,-2.467409856999999,0.0
mp-1187488.cif,TiTeO3,5,62.215,-1.954392125,0.0
mp-1187493.cif,YbScO3,5,62.482,-3.241935407249999,0.0
mp-1187494.cif,TlBO3,5,44.171,-0.8391615275000011,0.0
mp-1187515.cif,YbSnO3,5,67.426,-1.82461146425,1.7074999999999991
mp-1187516.cif,YbSiO3,5,47.896,-2.5573448272500032,4.068899999999999
mp-1187518.cif,YbTcO3,5,59.734,-2.040511514249999,0.0
mp-1187529.cif,TlSiO3,5,50.85,-1.860338147666668,0.0
mp-1187530.cif,TlHgO3,5,77.365,-0.19954186216666903,0.0
mp-1187533.cif,TlGeO3,5,57.635,-1.3662863706666681,0.0
mp-1187535.cif,YbReO3,5,60.622,-1.719893510749997,0.0
mp-1187542.cif,YbPuO3,5,79.984,-2.567013733999998,0.0
mp-1187556.cif,ThReO3,5,64.077,-2.091384777499999,0.0
mp-1187557.cif,TmScO3,5,64.081,-3.400747740000001,2.571599999999999
mp-1187561.cif,YbGaO3,5,53.588,-2.672650508250001,0.0
mp-1187562.cif,YbCuO3,5,51.111,-2.031362008249999,0.0
mp-1187568.cif,YbCdO3,5,67.221,-1.4345581222499981,0.0
mp-1187569.cif,YbInO3,5,67.318,-2.06029174025,0.0
mp-1187570.cif,YbPdO3,5,59.98,-1.617355072249998,0.0
mp-1187572.cif,YbCrO3,5,53.622,-2.850292884250001,0.0
mp-1187576.cif,YbNdO3,5,73.651,-3.363809463749999,0.0
mp-1187577.cif,TmCrO3,5,56.343,-2.848458345000002,1.9288999999999992
mp-1187578.cif,YbNbO3,5,64.954,-2.422019406250001,0.0
mp-1187595.cif,YbNiO3,5,49.618,-2.267912244249999,0.0
mp-1187621.cif,TlWO3,5,67.778,-1.642345367666667,0.0
mp-1187623.cif,TlTcO3,5,63.557,-1.501989770666668,0.0
mp-1187655.cif,TmGeO3,5,58.731,-2.306310488000002,0.0
mp-1187714.cif,UPdO3,5,74.631,-2.4486557449999973,0.6282000000000001
mp-1187715.cif,YbEuO3,5,74.668,-3.095093227249998,0.0
mp-1187736.cif,UTiO3,5,60.356,-3.105869773666664,0.0
mp-1187744.cif,VBiO3,5,61.151,-1.814427443000001,0.0
mp-1187745.cif,UHgO3,5,78.906,-2.6441475635,0.0
mp-1187746.cif,VCoO3,5,53.845,-1.481146173000001,0.0
mp-1187750.cif,VOsO3,5,59.878,-0.8335904470000001,0.0
mp-1187752.cif,UBeO3,5,45.87,-3.052382719999998,0.0
mp-1187767.cif,USiO3,5,54.681,-2.453244832999998,0.0
mp-1187779.cif,UReO3,5,63.105,-1.845745087499997,0.0
mp-1187781.cif,UIrO3,5,64.449,-1.5425421109999982,0.0
mp-1187783.cif,UTcO3,5,62.437,-2.016279138,0.0
mp-1187784.cif,UBO3,5,46.184,-2.221621748833331,0.0
mp-1187797.cif,YbZnO3,5,53.555,-2.107668983249999,0.0
mp-1187862.cif,YSiO3,5,51.625,-2.795143751,0.0
mp-1187905.cif,YbBeO3,5,42.787,-2.717871336749999,0.0
mp-1187924.cif,YbAuO3,5,66.956,-1.103374908249998,0.0
mp-1188011.cif,ZrBeO3,5,41.752,-2.867200542,0.6259
mp-1188025.cif,ZrNiO3,5,50.265,-1.766193799,0.0
mp-1188026.cif,ZrBO3,5,40.999,-2.084401496833334,0.0
mp-1188081.cif,PuNiO3,5,53.901,-2.067242016749998,0.0
mp-1188095.cif,SnPbS3,20,504.413,-0.7322082604999981,1.0929
mp-1188108.cif,Sr2DyRuO6,20,282.682,-2.857345851166667,0.2518
mp-1188225.cif,SmVO3,20,233.715,-3.249731109500001,1.5136
mp-1188236.cif,Gd2MgIrO6,20,241.918,-2.913214504,0.0
mp-1188262.cif,TbScS3,20,427.469,-2.2846173261874982,1.7696
mp-1188346.cif,CoBiO3,20,225.488,-1.376683918000001,0.38780000000000003
mp-1188372.cif,UVSe3,20,454.39,-1.251679570406246,0.0
mp-1188397.cif,Pr2MgIrO6,20,251.195,-2.865563944333333,0.0
mp-1188414.cif,SrTcO3,20,248.557,-2.454968539500001,0.0
mp-1188447.cif,Ca2HoTaO6,20,266.162,-3.615605410733333,4.054699999999999
mp-1188449.cif,ScRhO3,20,215.032,-2.481755849999999,1.049699999999999
mp-1188494.cif,Eu2MgIrO6,20,239.436,-2.627190519,0.0
mp-1188497.cif,CaMnO3,20,231.993,-2.415764464086206,0.0
mp-1188528.cif,NaNbO3,20,240.343,-2.8419421807758622,2.3501
mp-1188623.cif,NaPb2IO6,20,279.663,-1.3759591956379391,2.5426
mp-1188660.cif,Ba2LuIrO6,20,290.986,-2.814826239666667,0.0
mp-1188690.cif,Sm2MnCoO6,20,234.506,-2.732972618293103,0.0
mp-1188711.cif,UVS3,20,381.161,-1.518399097499998,0.0
mp-1188802.cif,CuAgF3,20,256.918,-1.5471762095,0.0
mp-1188807.cif,Sr2CaReO6,20,284.578,-2.920525596750001,0.0
mp-1188812.cif,La2MnNiO6,20,240.366,-2.828505349293104,0.0
mp-1188840.cif,SmScS3,20,438.452,-2.297826114999998,1.8487
mp-1188853.cif,CaTcO3,20,234.847,-2.475116318499999,0.0
mp-1188886.cif,BaSm(CoO3)2,20,237.594,-2.191010797999999,0.0
mp-1188959.cif,Sr2LuNbO6,20,283.781,-3.523785789166666,3.2094
mp-1189102.cif,Sr2LaSbO6,20,311.06,-3.044758090499999,3.4224
mp-1189105.cif,Mn2FeSbO6,20,225.127,-1.901105844586207,1.298899999999999
mp-1189143.cif,NaNdFeWO6,20,252.451,-2.548066084387931,2.4171
mp-1189194.cif,NaNbO3,20,252.065,-2.8152799547758622,1.660699999999999
mp-1189266.cif,KCr3S5,18,347.739,-1.11463989441667,0.49260000000000004
mp-1189393.cif,HoScS3,20,424.859,-2.261122011270831,1.7663000000000002
mp-1189408.cif,Sr2HoTaO6,20,288.022,-3.609102822733333,3.855199999999999
mp-1189441.cif,ThCrS3,20,417.174,-1.7028352864999952,0.015799999999999002
mp-1189460.cif,NaAlH8(NF3)2,18,154.428,-1.9008891989655181,6.496600000000001
mp-1189476.cif,NdMnO3,20,245.812,-2.9521364435862063,0.0
mp-1189528.cif,Ca2ScSbO6,20,250.999,-3.1275018395,3.6317999999999993
mp-1189614.cif,BaThO3,20,367.763,-3.7750959409999982,4.047
mp-1189625.cif,Cs2LiScCl6,20,585.15,-2.427202017764368,3.8154
mp-1189706.cif,CdTcO3,20,238.961,-1.552568544999999,0.0
mp-1189736.cif,ErNiO3,20,213.895,-2.515981152999998,0.34040000000000004
mp-1189762.cif,EuCrO3,20,223.949,-2.795692883500019,0.0
mp-1189861.cif,Mn7BiO12,20,217.794,-1.9342711862758621,0.0
mp-1189906.cif,Ca2CrSbO6,40,459.946,-2.706853443499999,2.0309
mp-1189927.cif,EuZrS3,20,453.979,-2.081960253500001,0.145299999999999
mp-1189962.cif,PrScS3,20,451.326,-2.295536750020829,1.8377000000000001
mp-1190015.cif,NaNbO3,20,240.475,-2.841177874775861,2.232599999999999
mp-1190023.cif,LiLa2ReO6,20,255.549,-3.017752487583335,0.0
mp-1190043.cif,TlCr3Se5,18,406.219,-0.7903004255613421,0.0
mp-1190059.cif,EuHfS3,20,450.917,-2.0856306971875,0.1287
mp-1190098.cif,CaHfS3,20,441.893,-2.025165418687501,1.5238
mp-1190108.cif,Sr2TaInO6,20,276.375,-3.0995229389,3.9813
mp-1190131.cif,LaScS3,20,458.303,-2.3746394016875,1.6446
mp-1190244.cif,ErScS3,20,422.498,-2.251652524104167,1.7554999999999992
mp-11903.cif,LiEu2IrO6,20,245.603,-2.426162534333333,0.0
mp-11904.cif,LiSm2IrO6,20,235.455,-2.742124424333332,0.0
mp-1190482.cif,MnNCl3,20,437.269,-0.24857442439654903,0.0
mp-11905.cif,LiNd2IrO6,20,247.865,-2.717315583833334,0.0
mp-11906.cif,LiPr2IrO6,20,251.104,-2.699372322166667,0.0
mp-1191534.cif,Sr4BiO7,24,403.073,-2.510967219583333,0.18030000000000002
mp-1191912.cif,NaTl3Cu4(TeO6)2,22,320.868,-1.232399806123302,0.0
mp-1192440.cif,Eu5Ta4O15,24,324.858,-3.420848036222223,0.0
mp-1192583.cif,BaNdInO4,28,460.801,-2.90299272845238,2.5713
mp-1192651.cif,BaFeO3,30,377.743,-2.1502811303333322,0.0
mp-1192734.cif,Tm2PbSe4,28,770.755,-1.734871875625001,1.8312
mp-1192886.cif,NiNF3,30,372.411,-0.380789920666666,0.0
mp-1193022.cif,Nb2CoS4,28,510.494,-0.9565583835714281,0.0
mp-1193101.cif,SrMnO3,30,340.511,-2.4842388352528753,0.0
mp-1193142.cif,Er2PbS4,28,674.751,-1.9158996839285671,2.251
mp-1193179.cif,Cs3Cr2Cl9,28,835.639,-1.843279265535713,0.26880000000000004
mp-1193370.cif,Nb2CuS4,28,508.904,-0.9858095660714281,0.0
mp-1193815.cif,Ho2PbS4,28,683.113,-1.909857441428568,2.2499000000000002
mp-1193907.cif,SrIrO3,30,384.277,-2.030413166666667,0.0
mp-1194078.cif,CsNiF3,30,475.632,-2.5366392286666652,0.0
mp-1194088.cif,Mo2(NCl3)3,28,781.229,0.07625299107142701,0.0
mp-1194135.cif,Cs3Er2I9,28,1335.467,-1.738458174211821,2.8905000000000003
mp-1194190.cif,Ba3BiIr2O9,30,467.948,-2.102765382333333,0.0
mp-1194203.cif,Sr2SnO4,28,417.761,-2.784608109999999,2.681999999999999
mp-1194604.cif,H6PbCI3N,48,1020.631,-0.5278796397916661,1.8147000000000002
mp-1194656.cif,MnPb2WO6,40,572.814,-1.925368126543102,1.6917
mp-1194928.cif,CaTi2MnO6,40,445.253,-3.23747311970977,1.5799999999999992
mp-1195131.cif,Sr3CaIr2O9,60,817.545,-2.378208411333334,0.0
mp-1195315.cif,Ba12(CoO3)11,112,1584.29,-2.058361398125001,0.0
mp-1195362.cif,Sr2ZnWO6,40,524.342,-2.68336307975,3.5827
mp-1195803.cif,NaNbO3,60,755.562,-2.819468330609196,1.654799999999999
mp-1196247.cif,Ba4Sm(RuO4)3,60,921.11,-2.491040874416668,0.0
mp-1196623.cif,Cu3Ag2Bi7Pb3S16,62,1487.65,-0.591569599946236,0.3064
mp-1197644.cif,K3InF6,80,1504.69,-2.985519415966666,5.21
mp-1198074.cif,Hf(TlS)4,45,1261.536,-1.017656272370373,1.4675
mp-1198142.cif,NaNbO3,120,1499.283,-2.816460864775863,1.7321
mp-1198156.cif,Zr(TlS)4,45,1235.755,-1.003792183037041,1.5449000000000002
mp-11982.cif,Sr2CaTeO6,20,288.482,-2.803740488666666,3.2142
